index,id,localized_name,attack_type,primary_attr,roles,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,turn_rate,cm_enabled,legs,day_vision,night_vision
1267,38,Beastmaster,Melee,all,"['Initiator', 'Disabler', 'Durable', 'Nuker']",120,0.25,75,0.0,-1.0,25,5,9,25,18,16,2.9,1.6,1.2,150,0,1.7,100,0.3,305,,True,2,1800,800
1268,90,Keeper of the Light,Ranged,int,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,20,27,18,15,23,2.3,1.6,3.2,600,900,1.7,100,0.3,320,0.7,True,2,1800,800
1269,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
1270,9,Mirana,Ranged,all,"['Carry', 'Support', 'Escape', 'Nuker', 'Disabler']",120,0.25,75,0.4,-2.0,25,-5,-1,20,24,22,1.7,2.5,1.4,630,900,1.7,100,0.35,285,,True,2,1800,800
1271,25,Lina,Ranged,int,"['Support', 'Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,21,29,20,23,30,2.4,2.4,3.8,670,1000,1.6,100,0.65,290,,True,2,1800,800
1272,129,Mars,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable']",120,0.25,75,0.5,-1.0,25,26,34,23,20,21,3.7,1.7,2.2,250,900,1.8,100,0.4,310,0.8,True,2,1800,800
1273,3,Bane,Ranged,all,"['Support', 'Disabler', 'Nuker', 'Durable']",120,0.25,75,0.0,1.0,25,-1,5,23,23,23,2.5,2.5,2.5,400,900,1.7,100,0.3,305,,True,4,1800,1200
1274,18,Sven,Melee,str,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",120,0.75,75,0.0,-1.0,25,37,39,22,21,16,3.2,2.2,1.5,150,0,1.9,110,0.4,325,,True,2,1800,800
1275,77,Lycan,Melee,all,"['Carry', 'Pusher', 'Durable', 'Escape']",120,0.25,75,0.0,0.0,25,4,9,26,18,23,3.0,1.8,1.2,150,900,1.7,110,0.55,305,,True,2,1800,800
1276,94,Medusa,Ranged,agi,"['Carry', 'Disabler', 'Durable']",120,0.25,75,0.0,-1.0,25,26,32,0,22,25,0.0,3.6,3.4,600,1200,1.7,100,0.5,275,,True,0,1800,800
1277,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
1278,11,Shadow Fiend,Ranged,agi,"['Carry', 'Nuker']",120,0.25,75,0.3,1.0,25,16,22,19,25,18,2.7,3.5,2.2,525,1200,1.6,100,0.5,305,0.9,True,0,1800,800
1279,66,Chen,Ranged,all,"['Support', 'Pusher']",120,0.25,75,0.5,-1.0,25,9,16,23,15,19,2.0,2.1,3.2,650,1100,1.7,100,0.5,305,,True,2,1800,800
1280,129,Mars,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable']",120,0.25,75,0.5,-1.0,25,26,34,23,20,21,3.7,1.7,2.2,250,900,1.8,100,0.4,310,0.8,True,2,1800,800
1281,41,Faceless Void,Melee,agi,"['Carry', 'Initiator', 'Disabler', 'Escape', 'Durable']",120,1.0,75,0.0,0.0,25,37,43,20,19,15,2.6,3.0,1.5,150,900,1.7,100,0.5,300,0.9,True,2,1800,800
1282,121,Grimstroke,Ranged,int,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.25,75,0.0,0.0,25,21,25,21,18,25,2.4,1.9,3.8,600,900,1.7,100,0.35,290,,True,0,1800,800
1283,64,Jakiro,Ranged,int,"['Support', 'Nuker', 'Pusher', 'Disabler']",120,0.25,75,0.0,1.0,25,27,35,25,15,26,2.5,1.2,3.0,400,1100,1.7,100,0.4,290,,True,2,1800,800
1284,74,Invoker,Ranged,all,"['Carry', 'Nuker', 'Disabler', 'Escape', 'Pusher']",120,0.5,75,0.0,-1.0,25,1,9,19,14,19,2.6,1.8,4.0,600,900,1.7,100,0.4,285,,True,2,1800,800
1285,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
1286,43,Death Prophet,Ranged,int,"['Carry', 'Pusher', 'Nuker', 'Disabler']",120,0.25,75,0.5,1.0,25,23,33,21,16,24,2.9,2.0,3.0,600,1000,1.7,100,0.5,290,0.8,True,2,1800,800
1287,46,Templar Assassin,Ranged,agi,"['Carry', 'Escape']",120,0.25,75,0.0,0.0,25,30,36,23,23,20,2.4,3.2,2.0,200,900,1.7,100,0.3,310,0.7,True,2,1800,800
1288,87,Disruptor,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.25,75,0.0,0.0,25,27,31,21,15,20,2.4,1.4,2.9,625,1200,1.7,100,0.4,295,,True,2,1800,800
1289,11,Shadow Fiend,Ranged,agi,"['Carry', 'Nuker']",120,0.25,75,0.3,1.0,25,16,22,19,25,18,2.7,3.5,2.2,525,1200,1.6,100,0.5,305,0.9,True,0,1800,800
1290,60,Night Stalker,Melee,str,"['Carry', 'Initiator', 'Durable', 'Disabler', 'Nuker']",120,2.0,75,0.25,2.0,25,40,44,23,18,15,3.0,2.2,1.6,150,900,1.7,100,0.55,295,,True,2,800,1800
1291,65,Batrider,Ranged,all,"['Initiator', 'Disabler', 'Escape']",120,1.75,75,0.0,2.0,25,-4,0,28,15,22,2.2,1.4,2.0,400,900,1.7,100,0.3,330,0.9,True,2,1600,800
1292,46,Templar Assassin,Ranged,agi,"['Carry', 'Escape']",120,0.25,75,0.0,0.0,25,30,36,23,23,20,2.4,3.2,2.0,200,900,1.7,100,0.3,310,0.7,True,2,1800,800
1293,25,Lina,Ranged,int,"['Support', 'Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,21,29,20,23,30,2.4,2.4,3.8,670,1000,1.6,100,0.65,290,,True,2,1800,800
1294,40,Venomancer,Ranged,all,"['Support', 'Nuker', 'Initiator', 'Pusher', 'Disabler']",120,0.25,75,0.0,0.0,25,-1,2,19,24,19,2.0,2.0,1.4,450,900,1.7,115,0.3,280,,True,0,1800,800
1295,57,Omniknight,Melee,str,"['Support', 'Durable', 'Nuker']",120,0.25,75,0.0,2.0,25,31,41,23,15,16,3.1,2.0,2.1,150,900,1.7,100,0.433,315,,True,2,1800,800
1296,27,Shadow Shaman,Ranged,int,"['Support', 'Pusher', 'Disabler', 'Nuker', 'Initiator']",120,1.0,75,0.0,3.0,25,40,47,23,16,25,2.3,1.6,3.5,400,900,1.7,90,0.3,285,,True,2,1800,800
1297,91,Io,Ranged,all,"['Support', 'Escape', 'Nuker']",120,0.25,75,0.0,1.0,25,4,10,17,14,23,2.7,1.6,1.7,500,1200,1.7,100,0.3,320,0.7,True,0,1800,800
1298,7,Earthshaker,Melee,str,"['Support', 'Initiator', 'Disabler', 'Nuker']",120,1.0,75,0.0,2.0,25,27,37,22,12,18,3.7,1.4,2.1,150,0,1.7,100,0.467,315,0.9,True,2,1800,800
1299,89,Naga Siren,Melee,agi,"['Carry', 'Support', 'Pusher', 'Disabler', 'Initiator', 'Escape']",120,1.0,75,0.0,1.0,25,23,25,21,21,21,2.4,3.3,2.0,150,900,1.7,110,0.5,330,,True,0,1800,800
1300,79,Shadow Demon,Ranged,int,"['Support', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,29,33,23,18,22,2.6,2.2,3.6,500,900,1.7,100,0.35,290,,True,2,1800,800
1301,39,Queen of Pain,Ranged,int,"['Carry', 'Nuker', 'Escape']",120,0.25,75,0.0,0.0,25,26,32,18,22,25,2.4,2.5,3.4,550,1500,1.5,100,0.56,290,,True,2,1800,800
1302,96,Centaur Warrunner,Melee,str,"['Durable', 'Initiator', 'Disabler', 'Nuker', 'Escape']",120,5.0,75,0.0,-2.0,25,36,38,27,15,15,4.0,1.0,1.6,150,900,1.7,90,0.3,310,,True,4,1800,800
1303,136,Marci,Melee,all,"['Support', 'Carry', 'Initiator', 'Disabler', 'Escape']",120,0.25,75,0.0,0.0,25,7,13,23,20,19,3.0,1.8,1.5,150,0,1.7,100,0.3,315,0.9,True,2,1800,800
1304,48,Luna,Ranged,agi,"['Carry', 'Nuker', 'Pusher']",120,0.5,75,0.0,2.0,25,26,32,21,24,23,2.2,3.4,1.9,330,900,1.7,100,0.35,325,,True,2,1800,800
1305,49,Dragon Knight,Melee,str,"['Carry', 'Pusher', 'Durable', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,34,40,21,16,18,3.6,2.0,1.7,150,900,1.6,100,0.5,315,,True,2,1800,800
1306,109,Terrorblade,Melee,agi,"['Carry', 'Pusher', 'Nuker']",120,1.5,75,0.0,5.0,25,28,34,18,22,19,2.0,4.0,1.6,150,900,1.5,110,0.3,315,0.8,True,2,1800,800
1307,128,Snapfire,Ranged,all,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.75,75,0.0,1.0,25,4,10,21,16,21,3.2,1.2,2.1,500,1800,1.6,100,0.35,300,,True,2,1800,800
1308,66,Chen,Ranged,all,"['Support', 'Pusher']",120,0.25,75,0.5,-1.0,25,9,16,23,15,19,2.0,2.1,3.2,650,1100,1.7,100,0.5,305,,True,2,1800,800
1309,38,Beastmaster,Melee,all,"['Initiator', 'Disabler', 'Durable', 'Nuker']",120,0.25,75,0.0,-1.0,25,5,9,25,18,16,2.9,1.6,1.2,150,0,1.7,100,0.3,305,,True,2,1800,800
1310,72,Gyrocopter,Ranged,agi,"['Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,2.0,25,16,22,22,26,21,2.5,3.1,2.4,365,3000,1.7,125,0.2,320,,True,2,1800,800
1311,97,Magnus,Melee,all,"['Initiator', 'Disabler', 'Nuker', 'Escape']",120,0.5,75,0.5,1.0,25,9,17,25,9,19,3.1,2.0,1.6,200,900,1.8,100,0.5,305,0.8,True,4,1800,800
1312,78,Brewmaster,Melee,all,"['Carry', 'Initiator', 'Durable', 'Disabler', 'Nuker']",120,0.5,75,0.0,0.0,25,9,16,23,19,15,3.7,2.0,1.6,150,900,1.7,100,0.35,310,,True,2,1800,800
1313,121,Grimstroke,Ranged,int,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.25,75,0.0,0.0,25,21,25,21,18,25,2.4,1.9,3.8,600,900,1.7,100,0.35,290,,True,0,1800,800
1314,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
1315,49,Dragon Knight,Melee,str,"['Carry', 'Pusher', 'Durable', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,34,40,21,16,18,3.6,2.0,1.7,150,900,1.6,100,0.5,315,,True,2,1800,800
1316,22,Zeus,Ranged,int,"['Nuker', 'Carry']",120,0.25,75,0.0,2.0,25,33,41,19,11,22,2.1,1.2,3.3,380,1100,1.7,100,0.35,315,,True,2,1800,800
1317,9,Mirana,Ranged,all,"['Carry', 'Support', 'Escape', 'Nuker', 'Disabler']",120,0.25,75,0.4,-2.0,25,-5,-1,20,24,22,1.7,2.5,1.4,630,900,1.7,100,0.35,285,,True,2,1800,800
1318,123,Hoodwink,Ranged,agi,"['Support', 'Nuker', 'Escape', 'Disabler']",120,0.25,75,0.0,0.0,25,22,29,17,24,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,0.9,True,4,1800,800
1319,120,Pangolier,Melee,all,"['Carry', 'Nuker', 'Disabler', 'Durable', 'Escape', 'Initiator']",120,0.75,75,0.0,2.0,25,8,14,19,18,16,2.7,2.5,1.9,150,900,1.7,100,0.33,295,0.9,True,2,1800,800
1320,13,Puck,Ranged,int,"['Initiator', 'Disabler', 'Escape', 'Nuker']",120,0.5,75,0.5,-3.0,25,22,30,17,22,23,2.4,2.5,3.8,550,900,1.7,100,0.5,290,0.9,True,2,1800,800
1321,129,Mars,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable']",120,0.25,75,0.5,-1.0,25,26,34,23,20,21,3.7,1.7,2.2,250,900,1.8,100,0.4,310,0.8,True,2,1800,800
1322,136,Marci,Melee,all,"['Support', 'Carry', 'Initiator', 'Disabler', 'Escape']",120,0.25,75,0.0,0.0,25,7,13,23,20,19,3.0,1.8,1.5,150,0,1.7,100,0.3,315,0.9,True,2,1800,800
1323,91,Io,Ranged,all,"['Support', 'Escape', 'Nuker']",120,0.25,75,0.0,1.0,25,4,10,17,14,23,2.7,1.6,1.7,500,1200,1.7,100,0.3,320,0.7,True,0,1800,800
1324,6,Drow Ranger,Ranged,agi,"['Carry', 'Disabler', 'Pusher']",120,0.25,75,0.0,0.0,25,29,36,16,20,15,1.9,2.9,1.4,625,1250,1.7,100,0.5,300,0.7,True,2,1800,800
1325,54,Lifestealer,Melee,str,"['Carry', 'Durable', 'Escape', 'Disabler']",120,0.25,75,0.0,1.0,25,22,28,25,19,15,2.4,2.6,1.8,150,900,1.7,120,0.39,320,0.9,True,2,1800,800
1326,79,Shadow Demon,Ranged,int,"['Support', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,29,33,23,18,22,2.6,2.2,3.6,500,900,1.7,100,0.35,290,,True,2,1800,800
1327,69,Doom,Melee,str,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",120,0.25,75,0.0,2.0,25,34,44,24,15,15,3.7,1.5,1.7,200,900,1.9,100,0.5,290,,True,2,1800,800
1328,40,Venomancer,Ranged,all,"['Support', 'Nuker', 'Initiator', 'Pusher', 'Disabler']",120,0.25,75,0.0,0.0,25,-1,2,19,24,19,2.0,2.0,1.4,450,900,1.7,115,0.3,280,,True,0,1800,800
1329,52,Leshrac,Ranged,int,"['Carry', 'Support', 'Nuker', 'Pusher', 'Disabler']",120,0.25,75,0.0,0.0,25,27,31,20,23,22,2.8,2.8,3.5,575,900,1.7,100,0.4,325,,True,4,1800,800
1330,41,Faceless Void,Melee,agi,"['Carry', 'Initiator', 'Disabler', 'Escape', 'Durable']",120,1.0,75,0.0,0.0,25,37,43,20,19,15,2.6,3.0,1.5,150,900,1.7,100,0.5,300,0.9,True,2,1800,800
1331,90,Keeper of the Light,Ranged,int,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,20,27,18,15,23,2.3,1.6,3.2,600,900,1.7,100,0.3,320,0.7,True,2,1800,800
1332,98,Timbersaw,Melee,all,"['Nuker', 'Durable', 'Escape']",120,0.25,75,0.5,0.0,25,4,8,27,16,23,3.5,1.3,2.7,150,900,1.7,100,0.36,285,,True,2,1800,800
1333,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
1334,86,Rubick,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,1.0,25,27,33,21,23,25,2.0,2.5,3.7,550,1125,1.7,100,0.4,290,0.7,True,2,1800,800
1335,22,Zeus,Ranged,int,"['Nuker', 'Carry']",120,0.25,75,0.0,2.0,25,33,41,19,11,22,2.1,1.2,3.3,380,1100,1.7,100,0.35,315,,True,2,1800,800
1336,123,Hoodwink,Ranged,agi,"['Support', 'Nuker', 'Escape', 'Disabler']",120,0.25,75,0.0,0.0,25,22,29,17,24,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,0.9,True,4,1800,800
1337,96,Centaur Warrunner,Melee,str,"['Durable', 'Initiator', 'Disabler', 'Nuker', 'Escape']",120,5.0,75,0.0,-2.0,25,36,38,27,15,15,4.0,1.0,1.6,150,900,1.7,90,0.3,310,,True,4,1800,800
1338,63,Weaver,Ranged,agi,"['Carry', 'Escape']",120,1.25,75,0.5,1.0,25,37,43,16,17,20,2.0,3.1,2.0,425,900,1.8,120,0.55,275,,True,4,1800,800
1339,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
1340,100,Tusk,Melee,str,"['Initiator', 'Disabler', 'Nuker']",120,1.0,75,0.5,1.0,25,27,31,23,23,18,3.9,2.1,1.7,150,900,1.7,100,0.36,310,0.7,True,2,1800,800
1341,72,Gyrocopter,Ranged,agi,"['Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,2.0,25,16,22,22,26,21,2.5,3.1,2.4,365,3000,1.7,125,0.2,320,,True,2,1800,800
1342,135,Dawnbreaker,Melee,str,"['Carry', 'Durable']",120,0.25,75,0.0,2.0,25,29,33,25,14,20,3.4,1.7,2.0,150,900,1.7,100,0.46,300,0.6,True,2,1800,800
1343,22,Zeus,Ranged,int,"['Nuker', 'Carry']",120,0.25,75,0.0,2.0,25,33,41,19,11,22,2.1,1.2,3.3,380,1100,1.7,100,0.35,315,,True,2,1800,800
1344,40,Venomancer,Ranged,all,"['Support', 'Nuker', 'Initiator', 'Pusher', 'Disabler']",120,0.25,75,0.0,0.0,25,-1,2,19,24,19,2.0,2.0,1.4,450,900,1.7,115,0.3,280,,True,0,1800,800
1345,10,Morphling,Ranged,agi,"['Carry', 'Escape', 'Durable', 'Nuker', 'Disabler']",120,0.5,75,0.5,-2.0,25,9,18,23,24,19,3.2,3.9,1.8,350,1300,1.5,100,0.5,285,0.7,True,0,1800,800
1346,35,Sniper,Ranged,agi,"['Carry', 'Nuker']",120,0.25,75,0.0,-1.0,25,13,19,19,27,15,2.0,3.2,2.6,550,3000,1.7,100,0.17,285,0.7,True,2,1800,1400
1347,137,Primal Beast,Melee,str,"['Initiator', 'Durable', 'Disabler']",120,0.25,75,0.0,2.0,25,36,38,26,15,16,4.3,1.0,1.7,150,900,1.8,100,0.6,310,0.6,True,2,1800,800
1348,86,Rubick,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,1.0,25,27,33,21,23,25,2.0,2.5,3.7,550,1125,1.7,100,0.4,290,0.7,True,2,1800,800
1349,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
1350,10,Morphling,Ranged,agi,"['Carry', 'Escape', 'Durable', 'Nuker', 'Disabler']",120,0.5,75,0.5,-2.0,25,9,18,23,24,19,3.2,3.9,1.8,350,1300,1.5,100,0.5,285,0.7,True,0,1800,800
1351,90,Keeper of the Light,Ranged,int,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,20,27,18,15,23,2.3,1.6,3.2,600,900,1.7,100,0.3,320,0.7,True,2,1800,800
1352,49,Dragon Knight,Melee,str,"['Carry', 'Pusher', 'Durable', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,34,40,21,16,18,3.6,2.0,1.7,150,900,1.6,100,0.5,315,,True,2,1800,800
1353,123,Hoodwink,Ranged,agi,"['Support', 'Nuker', 'Escape', 'Disabler']",120,0.25,75,0.0,0.0,25,22,29,17,24,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,0.9,True,4,1800,800
1354,110,Phoenix,Ranged,all,"['Support', 'Nuker', 'Initiator', 'Escape', 'Disabler']",120,2.0,75,0.0,-1.0,25,9,19,23,12,16,3.3,1.5,1.8,525,1100,1.7,100,0.35,280,0.9,True,2,1800,800
1355,48,Luna,Ranged,agi,"['Carry', 'Nuker', 'Pusher']",120,0.5,75,0.0,2.0,25,26,32,21,24,23,2.2,3.4,1.9,330,900,1.7,100,0.35,325,,True,2,1800,800
1356,26,Lion,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.5,75,0.0,0.0,25,29,35,18,15,20,2.2,1.5,3.5,600,900,1.7,115,0.43,290,,True,2,1800,800
1357,15,Razor,Ranged,agi,"['Carry', 'Durable', 'Nuker', 'Pusher']",120,1.0,75,0.0,0.0,25,23,25,22,24,21,2.8,2.8,2.2,475,2000,1.7,100,0.3,280,,True,0,1800,800
1358,58,Enchantress,Ranged,int,"['Support', 'Pusher', 'Durable', 'Disabler']",120,0.25,75,0.0,1.0,25,21,31,17,19,22,2.0,2.1,3.8,575,900,1.7,100,0.3,320,,True,4,1800,800
1359,46,Templar Assassin,Ranged,agi,"['Carry', 'Escape']",120,0.25,75,0.0,0.0,25,30,36,23,23,20,2.4,3.2,2.0,200,900,1.7,100,0.3,310,0.7,True,2,1800,800
1360,81,Chaos Knight,Melee,str,"['Carry', 'Disabler', 'Durable', 'Pusher', 'Initiator']",120,0.25,75,0.0,2.0,25,24,54,24,18,18,3.2,1.4,1.2,150,900,1.7,100,0.5,325,,True,2,1800,800
1361,105,Techies,Ranged,all,"['Nuker', 'Disabler']",120,0.25,75,1.0,2.0,25,3,5,19,14,25,2.5,1.3,3.0,700,900,1.7,90,0.5,300,,True,6,1800,800
1362,23,Kunkka,Melee,str,"['Carry', 'Support', 'Disabler', 'Initiator', 'Durable', 'Nuker']",120,0.75,75,0.0,2.0,25,26,36,24,14,18,3.8,1.6,1.8,150,900,1.7,100,0.4,315,,True,2,1800,800
1363,126,Void Spirit,Melee,all,"['Carry', 'Escape', 'Nuker', 'Disabler']",120,0.25,75,0.6,-1.0,25,4,8,21,19,24,2.3,2.2,2.5,200,900,1.7,100,0.35,290,0.7,True,2,1800,800
1364,9,Mirana,Ranged,all,"['Carry', 'Support', 'Escape', 'Nuker', 'Disabler']",120,0.25,75,0.4,-2.0,25,-5,-1,20,24,22,1.7,2.5,1.4,630,900,1.7,100,0.35,285,,True,2,1800,800
1365,72,Gyrocopter,Ranged,agi,"['Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,2.0,25,16,22,22,26,21,2.5,3.1,2.4,365,3000,1.7,125,0.2,320,,True,2,1800,800
1366,28,Slardar,Melee,str,"['Carry', 'Durable', 'Initiator', 'Disabler', 'Escape']",120,0.5,75,0.0,3.0,25,30,38,21,17,15,3.6,2.4,1.5,150,0,1.7,100,0.36,300,,True,0,1800,800
1367,69,Doom,Melee,str,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",120,0.25,75,0.0,2.0,25,34,44,24,15,15,3.7,1.5,1.7,200,900,1.9,100,0.5,290,,True,2,1800,800
1368,22,Zeus,Ranged,int,"['Nuker', 'Carry']",120,0.25,75,0.0,2.0,25,33,41,19,11,22,2.1,1.2,3.3,380,1100,1.7,100,0.35,315,,True,2,1800,800
1369,3,Bane,Ranged,all,"['Support', 'Disabler', 'Nuker', 'Durable']",120,0.25,75,0.0,1.0,25,-1,5,23,23,23,2.5,2.5,2.5,400,900,1.7,100,0.3,305,,True,4,1800,1200
1370,54,Lifestealer,Melee,str,"['Carry', 'Durable', 'Escape', 'Disabler']",120,0.25,75,0.0,1.0,25,22,28,25,19,15,2.4,2.6,1.8,150,900,1.7,120,0.39,320,0.9,True,2,1800,800
1371,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
1372,58,Enchantress,Ranged,int,"['Support', 'Pusher', 'Durable', 'Disabler']",120,0.25,75,0.0,1.0,25,21,31,17,19,22,2.0,2.1,3.8,575,900,1.7,100,0.3,320,,True,4,1800,800
1373,28,Slardar,Melee,str,"['Carry', 'Durable', 'Initiator', 'Disabler', 'Escape']",120,0.5,75,0.0,3.0,25,30,38,21,17,15,3.6,2.4,1.5,150,0,1.7,100,0.36,300,,True,0,1800,800
1374,43,Death Prophet,Ranged,int,"['Carry', 'Pusher', 'Nuker', 'Disabler']",120,0.25,75,0.5,1.0,25,23,33,21,16,24,2.9,2.0,3.0,600,1000,1.7,100,0.5,290,0.8,True,2,1800,800
1375,46,Templar Assassin,Ranged,agi,"['Carry', 'Escape']",120,0.25,75,0.0,0.0,25,30,36,23,23,20,2.4,3.2,2.0,200,900,1.7,100,0.3,310,0.7,True,2,1800,800
1376,23,Kunkka,Melee,str,"['Carry', 'Support', 'Disabler', 'Initiator', 'Durable', 'Nuker']",120,0.75,75,0.0,2.0,25,26,36,24,14,18,3.8,1.6,1.8,150,900,1.7,100,0.4,315,,True,2,1800,800
1377,21,Windranger,Ranged,all,"['Carry', 'Support', 'Disabler', 'Escape', 'Nuker']",120,0.25,75,0.25,0.0,25,7,13,18,19,21,2.0,1.4,2.4,600,1250,1.5,90,0.4,290,0.8,True,2,1800,800
1378,79,Shadow Demon,Ranged,int,"['Support', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,29,33,23,18,22,2.6,2.2,3.6,500,900,1.7,100,0.35,290,,True,2,1800,800
1379,40,Venomancer,Ranged,all,"['Support', 'Nuker', 'Initiator', 'Pusher', 'Disabler']",120,0.25,75,0.0,0.0,25,-1,2,19,24,19,2.0,2.0,1.4,450,900,1.7,115,0.3,280,,True,0,1800,800
1380,86,Rubick,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,1.0,25,27,33,21,23,25,2.0,2.5,3.7,550,1125,1.7,100,0.4,290,0.7,True,2,1800,800
1381,57,Omniknight,Melee,str,"['Support', 'Durable', 'Nuker']",120,0.25,75,0.0,2.0,25,31,41,23,15,16,3.1,2.0,2.1,150,900,1.7,100,0.433,315,,True,2,1800,800
1382,8,Juggernaut,Melee,agi,"['Carry', 'Pusher', 'Escape']",120,0.5,75,0.0,0.0,25,20,22,20,34,14,2.2,2.8,1.4,150,0,1.4,110,0.33,300,,True,2,1800,800
1383,9,Mirana,Ranged,all,"['Carry', 'Support', 'Escape', 'Nuker', 'Disabler']",120,0.25,75,0.4,-2.0,25,-5,-1,20,24,22,1.7,2.5,1.4,630,900,1.7,100,0.35,285,,True,2,1800,800
1384,7,Earthshaker,Melee,str,"['Support', 'Initiator', 'Disabler', 'Nuker']",120,1.0,75,0.0,2.0,25,27,37,22,12,18,3.7,1.4,2.1,150,0,1.7,100,0.467,315,0.9,True,2,1800,800
1385,107,Earth Spirit,Melee,str,"['Nuker', 'Escape', 'Disabler', 'Initiator', 'Durable']",120,1.0,75,0.0,0.0,25,25,35,22,17,18,3.8,2.4,2.1,150,900,1.7,100,0.35,290,,True,2,1800,800
1386,14,Pudge,Melee,str,"['Disabler', 'Initiator', 'Durable', 'Nuker']",120,1.75,75,0.0,-1.0,25,45,51,25,14,16,3.0,1.4,1.8,175,0,1.7,100,0.5,280,0.7,True,2,1800,800
1387,54,Lifestealer,Melee,str,"['Carry', 'Durable', 'Escape', 'Disabler']",120,0.25,75,0.0,1.0,25,22,28,25,19,15,2.4,2.6,1.8,150,900,1.7,120,0.39,320,0.9,True,2,1800,800
1388,91,Io,Ranged,all,"['Support', 'Escape', 'Nuker']",120,0.25,75,0.0,1.0,25,4,10,17,14,23,2.7,1.6,1.7,500,1200,1.7,100,0.3,320,0.7,True,0,1800,800
1389,11,Shadow Fiend,Ranged,agi,"['Carry', 'Nuker']",120,0.25,75,0.3,1.0,25,16,22,19,25,18,2.7,3.5,2.2,525,1200,1.6,100,0.5,305,0.9,True,0,1800,800
